,gen_summaries,rouge_scores
571,"summarize: (CNN) -- Brendon Pelser said he saw pure terror in the faces of his fellow passengers after an engine fell from a wing as it took off from Cape Town, South Africa, Wednesday.","{'rouge1': Score(precision=0.1951219512195122, recall=0.24242424242424243, fmeasure=0.2162162162162162), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.12195121951219512, recall=0.15151515151515152, fmeasure=0.13513513513513514), 'rougeLsum': Score(precision=0.17073170731707318, recall=0.21212121212121213, fmeasure=0.18918918918918917)}"
572,"The Tennessee Valley Authority, which supplies power to almost 9 million Americans, ""has not fully implemented appropriate security practices to protect the control systems used to operate its critical infrastructures,"" leaving them ""vulnerable to disruption,"" the Government Accountability Office found. Langevin said the federal government may need new powers to require utilities to take corrective actions to close cyber security gaps, and he will press to give those powers to the Federal Energy Regulatory Commission.","{'rouge1': Score(precision=0.40476190476190477, recall=0.22666666666666666, fmeasure=0.29059829059829057), 'rouge2': Score(precision=0.1951219512195122, recall=0.10810810810810811, fmeasure=0.1391304347826087), 'rougeL': Score(precision=0.35714285714285715, recall=0.2, fmeasure=0.25641025641025644), 'rougeLsum': Score(precision=0.38095238095238093, recall=0.21333333333333335, fmeasure=0.2735042735042735)}"
573,"Annette Sweet of Leavenworth, Kansas This is a different side of life all together; I believe the best memories were how to heat your MRE before they came out with the heating pouch. Sp","{'rouge1': Score(precision=0.21428571428571427, recall=0.2647058823529412, fmeasure=0.2368421052631579), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.11904761904761904, recall=0.14705882352941177, fmeasure=0.13157894736842105), 'rougeLsum': Score(precision=0.09523809523809523, recall=0.11764705882352941, fmeasure=0.10526315789473684)}"
574,"summarize: DERBY, England -- Substitute Emmanuel Adebayor struck his second hat-trick against Derby this season as Arsenal ran riot with a 6-2 Premier League victory at Pride Park.","{'rouge1': Score(precision=0.3902439024390244, recall=0.5517241379310345, fmeasure=0.4571428571428572), 'rouge2': Score(precision=0.175, recall=0.25, fmeasure=0.20588235294117646), 'rougeL': Score(precision=0.2682926829268293, recall=0.3793103448275862, fmeasure=0.3142857142857143), 'rougeLsum': Score(precision=0.36585365853658536, recall=0.5172413793103449, fmeasure=0.42857142857142855)}"
575,"summarize: (CNN) -- Some 220 square miles of ice has collapsed in Antarctica and an ice shelf about seven times the size of Manhattan is ""hanging by a thread,"" the British Antarctic Survey said Tuesday, blaming global warming. ""Wilkins is the largest ice shelf on the Antarctic Peninsula yet to be threatened,"" David Vaughan of the British Antarctic Survey said, according to the Web site.","{'rouge1': Score(precision=0.3469387755102041, recall=0.265625, fmeasure=0.3008849557522124), 'rouge2': Score(precision=0.10416666666666667, recall=0.07936507936507936, fmeasure=0.09009009009009007), 'rougeL': Score(precision=0.22448979591836735, recall=0.171875, fmeasure=0.19469026548672563), 'rougeLsum': Score(precision=0.24489795918367346, recall=0.1875, fmeasure=0.21238938053097342)}"
576,"summarize: MIAMI, Florida (CNN) -- A woman who died after she was hit by a spotted eagle ray leaping from the water off the Florida Keys suffered ""multiple skull fractures and direct brain injury,"" a medical examiner said Friday.","{'rouge1': Score(precision=0.3902439024390244, recall=0.42105263157894735, fmeasure=0.4050632911392405), 'rouge2': Score(precision=0.2, recall=0.21621621621621623, fmeasure=0.2077922077922078), 'rougeL': Score(precision=0.17073170731707318, recall=0.18421052631578946, fmeasure=0.17721518987341772), 'rougeLsum': Score(precision=0.3170731707317073, recall=0.34210526315789475, fmeasure=0.32911392405063294)}"
577,"She also led 5-2 in the second tiebreaker before losing five consecutive points, then unraveled down the stretch, losing the final four games and 10 of the last 12 points. Trailing Sharapova 5-3 in the second set, Safina saved match point with a backhand winner, then broke two points later when Sharapova pushed a forehand wide.","{'rouge1': Score(precision=0.20512820512820512, recall=0.13793103448275862, fmeasure=0.16494845360824742), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07692307692307693, recall=0.05172413793103448, fmeasure=0.061855670103092786), 'rougeLsum': Score(precision=0.15384615384615385, recall=0.10344827586206896, fmeasure=0.12371134020618557)}"
578,"Solar power first arrived two years ago. ""When the lanterns first arrived, the villagers asked, 'What is this?' "" says Hanuman Ram, the local solar engineer. They","{'rouge1': Score(precision=0.18181818181818182, recall=0.3076923076923077, fmeasure=0.2285714285714286), 'rouge2': Score(precision=0.06976744186046512, recall=0.12, fmeasure=0.08823529411764704), 'rougeL': Score(precision=0.13636363636363635, recall=0.23076923076923078, fmeasure=0.1714285714285714), 'rougeLsum': Score(precision=0.18181818181818182, recall=0.3076923076923077, fmeasure=0.2285714285714286)}"
579,"A second part of the video, made available to CNN by the publisher of a new unauthorized biography of Cruise, shows Cruise accepting Scientology's Freedom Medal of Valor award and exchanging military-like salutes with Scientology chairman David Miscavige to audience applause. Ron Hubbard, cited on the church's Web site as the founder of ""the only major religion founded in the 20th century."" Hub","{'rouge1': Score(precision=0.46153846153846156, recall=0.18181818181818182, fmeasure=0.26086956521739135), 'rouge2': Score(precision=0.08, recall=0.03076923076923077, fmeasure=0.044444444444444446), 'rougeL': Score(precision=0.3076923076923077, recall=0.12121212121212122, fmeasure=0.17391304347826086), 'rougeLsum': Score(precision=0.3076923076923077, recall=0.12121212121212122, fmeasure=0.17391304347826086)}"
580,"Two New York lawmakers also told CNN on Tuesday that during a conference call Clinton expressed willingness to serve as Obama's running mate in November. Watch the latest on a possible joint ticket ' One source told CNN that Clinton told those on the call that if asked by Obama, she","{'rouge1': Score(precision=0.2777777777777778, recall=0.19607843137254902, fmeasure=0.2298850574712644), 'rouge2': Score(precision=0.08571428571428572, recall=0.06, fmeasure=0.07058823529411765), 'rougeL': Score(precision=0.19444444444444445, recall=0.13725490196078433, fmeasure=0.16091954022988506), 'rougeLsum': Score(precision=0.19444444444444445, recall=0.13725490196078433, fmeasure=0.16091954022988506)}"
581,"The incident occurred Saturday on US Airways Flight 1250 from Orlando, Florida, to Philadelphia, Pennsylvania, the NTSB said in a statement.","{'rouge1': Score(precision=0.29545454545454547, recall=0.6190476190476191, fmeasure=0.4000000000000001), 'rouge2': Score(precision=0.18604651162790697, recall=0.4, fmeasure=0.25396825396825395), 'rougeL': Score(precision=0.2727272727272727, recall=0.5714285714285714, fmeasure=0.3692307692307692), 'rougeLsum': Score(precision=0.25, recall=0.5238095238095238, fmeasure=0.3384615384615385)}"
582,"In the video that aired Sunday on Dutch television, van der Sloot, a suspect in the 2005 disappearance of Holloway, told a man he was with the Alabama teen on an Aruban beach when she apparently died and that a friend of his with a boat disposed of Holloway's body. Upon the friend's arrival, the two men carried Holloway's body to the boat, and the friend told van der Sloot to go home, he said. Also","{'rouge1': Score(precision=0.3404255319148936, recall=0.20253164556962025, fmeasure=0.25396825396825395), 'rouge2': Score(precision=0.06521739130434782, recall=0.038461538461538464, fmeasure=0.04838709677419355), 'rougeL': Score(precision=0.23404255319148937, recall=0.13924050632911392, fmeasure=0.1746031746031746), 'rougeLsum': Score(precision=0.2127659574468085, recall=0.12658227848101267, fmeasure=0.15873015873015875)}"
583,Consulate in Jerusalem said the United States was working with Israeli authorities to let them leave the Hamas-ruled zone to study at American universities. McCormack said the seven Gaza Fulbright students must be interviewed by Israeli authorities before they can get visas to the United States.,"{'rouge1': Score(precision=0.2549019607843137, recall=0.2765957446808511, fmeasure=0.26530612244897955), 'rouge2': Score(precision=0.06, recall=0.06521739130434782, fmeasure=0.062499999999999986), 'rougeL': Score(precision=0.1568627450980392, recall=0.1702127659574468, fmeasure=0.16326530612244897), 'rougeLsum': Score(precision=0.1568627450980392, recall=0.1702127659574468, fmeasure=0.16326530612244897)}"
584,"At the time of the unrest, roughly 1,000 people hurled rocks and concrete at security forces, demolishing military trucks and pushing back riot police, a witness told CNN, and Tibetans seemed to be targeting shops and vehicles owned by Han Chinese, the predominant ethnic group in China.","{'rouge1': Score(precision=0.25925925925925924, recall=0.14583333333333334, fmeasure=0.18666666666666668), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.0625, fmeasure=0.08), 'rougeLsum': Score(precision=0.18518518518518517, recall=0.10416666666666667, fmeasure=0.13333333333333333)}"
585,"While firefighters were battling the blaze Sunday, a pressurized cylinder exploded at Universal Studios on Sunday, injuring two firefighters, officials said.","{'rouge1': Score(precision=0.3076923076923077, recall=0.38095238095238093, fmeasure=0.3404255319148936), 'rouge2': Score(precision=0.08, recall=0.1, fmeasure=0.08888888888888889), 'rougeL': Score(precision=0.15384615384615385, recall=0.19047619047619047, fmeasure=0.1702127659574468), 'rougeLsum': Score(precision=0.3076923076923077, recall=0.38095238095238093, fmeasure=0.3404255319148936)}"
586,"The 5-inch gold cup, which experts have dated to the third or fourth century B.C., fetched $100,000 at an auction in Dorchester, southern England, Thursday.","{'rouge1': Score(precision=0.3888888888888889, recall=0.75, fmeasure=0.5121951219512195), 'rouge2': Score(precision=0.20754716981132076, recall=0.4074074074074074, fmeasure=0.275), 'rougeL': Score(precision=0.2037037037037037, recall=0.39285714285714285, fmeasure=0.26829268292682923), 'rougeLsum': Score(precision=0.37037037037037035, recall=0.7142857142857143, fmeasure=0.4878048780487805)}"
587,"She's one of 450 characters developed by Japan's Sanrio Group, but she's by far most popular -- the embodiment of what's known in Japan as Kawaii, or the culture of cute. Stevens: My first question to you is Sanrio has","{'rouge1': Score(precision=0.34210526315789475, recall=0.3023255813953488, fmeasure=0.32098765432098764), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.15789473684210525, recall=0.13953488372093023, fmeasure=0.14814814814814817), 'rougeLsum': Score(precision=0.18421052631578946, recall=0.16279069767441862, fmeasure=0.17283950617283952)}"
588,"""The continued use of government-sponsored violence in Zimbabwe, including unwarranted arrests and intimidation of opposition figures, to prevent the Movement for Democratic Change from campaigning freely ahead of the June 27 presidential runoff election is deplorable,"" Bush said in a statement released by the U.S.","{'rouge1': Score(precision=0.5789473684210527, recall=0.46808510638297873, fmeasure=0.5176470588235293), 'rouge2': Score(precision=0.32432432432432434, recall=0.2608695652173913, fmeasure=0.2891566265060241), 'rougeL': Score(precision=0.5, recall=0.40425531914893614, fmeasure=0.44705882352941173), 'rougeLsum': Score(precision=0.5263157894736842, recall=0.425531914893617, fmeasure=0.4705882352941176)}"
589,"summarize: ISLAMABAD, Pakistan (CNN) -- A massive blast targeting the Danish Embassy in Pakistan Monday killed at least six people and wounded as many as 18, authorities said. Danish","{'rouge1': Score(precision=0.28888888888888886, recall=0.4642857142857143, fmeasure=0.3561643835616438), 'rouge2': Score(precision=0.09090909090909091, recall=0.14814814814814814, fmeasure=0.11267605633802817), 'rougeL': Score(precision=0.2, recall=0.32142857142857145, fmeasure=0.24657534246575344), 'rougeLsum': Score(precision=0.2, recall=0.32142857142857145, fmeasure=0.24657534246575344)}"
590,"Kennedy was awake during the resection, and should therefore experience no permanent neurological effects from the surgery."" Friedman called the resection ""just the first step"" in Kennedy's treatment plan, which is to include radiation and chemotherapy, to be carried out at Massachusetts General Hospital in Boston. Three","{'rouge1': Score(precision=0.3333333333333333, recall=0.3125, fmeasure=0.3225806451612903), 'rouge2': Score(precision=0.06818181818181818, recall=0.06382978723404255, fmeasure=0.06593406593406594), 'rougeL': Score(precision=0.26666666666666666, recall=0.25, fmeasure=0.2580645161290323), 'rougeLsum': Score(precision=0.26666666666666666, recall=0.25, fmeasure=0.2580645161290323)}"
591,"Phillips: So when talk of the third war came out, a war with Iran, the president didn't say to you, ""This is what I want to do,"" and did you stand up and say, ""No, sir. It's a confidence issue of do people really believe the chain of command is working for them or do we have doubts, and if","{'rouge1': Score(precision=0.2765957446808511, recall=0.20967741935483872, fmeasure=0.23853211009174313), 'rouge2': Score(precision=0.06521739130434782, recall=0.04918032786885246, fmeasure=0.056074766355140186), 'rougeL': Score(precision=0.14893617021276595, recall=0.11290322580645161, fmeasure=0.12844036697247704), 'rougeLsum': Score(precision=0.2127659574468085, recall=0.16129032258064516, fmeasure=0.1834862385321101)}"
592,"Charles Rangel, D-New York, thinks the New York senator could have been ""far more generous"" during her speech Tuesday night after it was clear that Obama had clinched the Democratic nomination. Rangel, the senior member of the New York congressional delegation and an early supporter of Clinton's presidential campaign, said Wednesday that Clinton should","{'rouge1': Score(precision=0.4, recall=0.32142857142857145, fmeasure=0.3564356435643564), 'rouge2': Score(precision=0.11363636363636363, recall=0.09090909090909091, fmeasure=0.10101010101010102), 'rougeL': Score(precision=0.2222222222222222, recall=0.17857142857142858, fmeasure=0.198019801980198), 'rougeLsum': Score(precision=0.3333333333333333, recall=0.26785714285714285, fmeasure=0.297029702970297)}"
593,"Navy ships loaded with supplies for victims of Myanmar's cyclone will sail away from the country's coast on Thursday, after the ruling junta refused for three weeks to allow them to deliver aid. ""We have made at least 15 attempts to convince the Burmese government to allow our ships, helicopters and landing craft to provide additional disaster relief for the people of Burma, but they have refused us each and every time,"" Keating said in a statement Wednesday.","{'rouge1': Score(precision=0.36363636363636365, recall=0.25, fmeasure=0.2962962962962963), 'rouge2': Score(precision=0.05555555555555555, recall=0.0379746835443038, fmeasure=0.04511278195488721), 'rougeL': Score(precision=0.18181818181818182, recall=0.125, fmeasure=0.14814814814814814), 'rougeLsum': Score(precision=0.23636363636363636, recall=0.1625, fmeasure=0.1925925925925926)}"
594,"summarize: SEOUL, South Korea (CNN) -- Hyundai Chairman Chung Mong-koo escaped a prison sentence for embezzlement after a South Korean court ruled Thursday to instead impose a suspended five year sentence, according to a company spokesman.","{'rouge1': Score(precision=0.46, recall=0.6388888888888888, fmeasure=0.5348837209302325), 'rouge2': Score(precision=0.2653061224489796, recall=0.37142857142857144, fmeasure=0.30952380952380953), 'rougeL': Score(precision=0.42, recall=0.5833333333333334, fmeasure=0.4883720930232558), 'rougeLsum': Score(precision=0.42, recall=0.5833333333333334, fmeasure=0.4883720930232558)}"
595,"soldiers died Sunday night in a roadside bombing in Iraq, military officials reported, bringing the American toll in the 5-year-old war to 4,000 deaths. troops killed over the years, like the four soldiers slain Sunday in Baghdad, have been targeted by improvised explosive devices -- the roadside bombs that have come to symbolize Iraq's tenacious insurgency. military","{'rouge1': Score(precision=0.3018867924528302, recall=0.26666666666666666, fmeasure=0.2831858407079646), 'rouge2': Score(precision=0.09615384615384616, recall=0.0847457627118644, fmeasure=0.0900900900900901), 'rougeL': Score(precision=0.18867924528301888, recall=0.16666666666666666, fmeasure=0.17699115044247787), 'rougeLsum': Score(precision=0.2641509433962264, recall=0.23333333333333334, fmeasure=0.24778761061946902)}"
596,"The 5-inch gold cup, which experts have dated to the third or fourth century B.C., fetched $100,000 at an auction in Dorchester, southern England, Thursday.","{'rouge1': Score(precision=0.3888888888888889, recall=0.75, fmeasure=0.5121951219512195), 'rouge2': Score(precision=0.20754716981132076, recall=0.4074074074074074, fmeasure=0.275), 'rougeL': Score(precision=0.2037037037037037, recall=0.39285714285714285, fmeasure=0.26829268292682923), 'rougeLsum': Score(precision=0.37037037037037035, recall=0.7142857142857143, fmeasure=0.4878048780487805)}"
597,"A parole board hearing in 2004 reduced the sentence related to the attempted bombing charge, but ""an administrative error failed to take into account"" the second-degree murder charge for the shooting death, Kernan said. From the Los Angeles airport, authorities took Olson to her home in Palmdale, California, where she ","{'rouge1': Score(precision=0.13333333333333333, recall=0.11764705882352941, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.058823529411764705, fmeasure=0.0625), 'rougeLsum': Score(precision=0.1111111111111111, recall=0.09803921568627451, fmeasure=0.10416666666666667)}"
598,"""I think it's important that all the cultures in the United States look back at our history by way of the railroads,"" West said.","{'rouge1': Score(precision=0.18518518518518517, recall=0.2, fmeasure=0.1923076923076923), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07407407407407407, recall=0.08, fmeasure=0.07692307692307691), 'rougeLsum': Score(precision=0.1111111111111111, recall=0.12, fmeasure=0.11538461538461538)}"
599,"summarize: KIEV, Ukraine (CNN) -- A planned missile defense system in Eastern Europe poses no threat to Russia, President George Bush said Tuesday, responding to concerns that the U.S. ""The missile","{'rouge1': Score(precision=0.22, recall=0.3548387096774194, fmeasure=0.2716049382716049), 'rouge2': Score(precision=0.02040816326530612, recall=0.03333333333333333, fmeasure=0.025316455696202528), 'rougeL': Score(precision=0.1, recall=0.16129032258064516, fmeasure=0.12345679012345678), 'rougeLsum': Score(precision=0.1, recall=0.16129032258064516, fmeasure=0.12345679012345678)}"
600,"Morocco authorities believe El Bay may have been in charge of contacting Central European arms smugglers to get weapons and explosives for the alleged plot in Morocco, the Spanish statement said.","{'rouge1': Score(precision=0.2727272727272727, recall=0.3870967741935484, fmeasure=0.32), 'rouge2': Score(precision=0.023255813953488372, recall=0.03333333333333333, fmeasure=0.0273972602739726), 'rougeL': Score(precision=0.13636363636363635, recall=0.1935483870967742, fmeasure=0.16), 'rougeLsum': Score(precision=0.20454545454545456, recall=0.2903225806451613, fmeasure=0.24000000000000005)}"
601,"Earlier this year, some of Wright's sermons, circulated and widely discussed on the Internet and on television, became an issue in the Democratic presidential race because of the former pastor's ties to Obama. McCain said his shifting stance was justified because Obama told ""Fox News Sunday"" the controversy surrounding his ex-pastor was ""a legitimate political issue.""","{'rouge1': Score(precision=0.23684210526315788, recall=0.15254237288135594, fmeasure=0.18556701030927836), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10526315789473684, recall=0.06779661016949153, fmeasure=0.08247422680412371), 'rougeLsum': Score(precision=0.10526315789473684, recall=0.06779661016949153, fmeasure=0.08247422680412371)}"
602,"A fault occurred during the diagnostic process, and because both levels of relay protection had been removed, the fault caused an outage ultimately affecting 26 transmission lines and 38 substations, Olivera said.","{'rouge1': Score(precision=0.23809523809523808, recall=0.3125, fmeasure=0.27027027027027023), 'rouge2': Score(precision=0.07317073170731707, recall=0.0967741935483871, fmeasure=0.08333333333333333), 'rougeL': Score(precision=0.16666666666666666, recall=0.21875, fmeasure=0.18918918918918917), 'rougeLsum': Score(precision=0.23809523809523808, recall=0.3125, fmeasure=0.27027027027027023)}"
603,"At a news conference in Harare, Movement for Democratic Change Secretary-General Tenda Biti said that some of the party's agents have been chased away from polling stations. The government has warned the opposition not to release its own election results, saying that doing so is the role of the electoral commission and could spark violence of the kind seen in Kenya after elections there late last year. Human","{'rouge1': Score(precision=0.3953488372093023, recall=0.24285714285714285, fmeasure=0.30088495575221236), 'rouge2': Score(precision=0.09523809523809523, recall=0.057971014492753624, fmeasure=0.07207207207207207), 'rougeL': Score(precision=0.23255813953488372, recall=0.14285714285714285, fmeasure=0.17699115044247785), 'rougeLsum': Score(precision=0.32558139534883723, recall=0.2, fmeasure=0.24778761061946902)}"
604,"Tempelman said that in order for the Dutch court to consider Kazemi's asylum application, he needed to prove that Britain did not handle his asylum application properly, but he wasn't able to prove any wrongdoing on the part of the British government.","{'rouge1': Score(precision=0.2727272727272727, recall=0.20454545454545456, fmeasure=0.23376623376623376), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.18181818181818182, recall=0.13636363636363635, fmeasure=0.15584415584415584), 'rougeLsum': Score(precision=0.21212121212121213, recall=0.1590909090909091, fmeasure=0.18181818181818182)}"
605,"The only evident light in this windowless room comes from the small bulb set into the bathroom cabinet; despite the whiteness of the walls, floor and bathroom fittings, it is a room that cannot hide its oppression as one of the few rooms that the three children, if reports are correct, have ever known.","{'rouge1': Score(precision=0.32, recall=0.2962962962962963, fmeasure=0.30769230769230765), 'rouge2': Score(precision=0.04081632653061224, recall=0.03773584905660377, fmeasure=0.039215686274509796), 'rougeL': Score(precision=0.18, recall=0.16666666666666666, fmeasure=0.17307692307692307), 'rougeLsum': Score(precision=0.18, recall=0.16666666666666666, fmeasure=0.17307692307692307)}"
606,"""Mom, I owe this to my country."" Samantha Schroeder of Chester, Maryland, worries about her 19-year-old son, John, who is deploying to Iraq. Samantha","{'rouge1': Score(precision=0.08, recall=0.15384615384615385, fmeasure=0.10526315789473685), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.04, recall=0.07692307692307693, fmeasure=0.052631578947368425), 'rougeLsum': Score(precision=0.06, recall=0.11538461538461539, fmeasure=0.07894736842105263)}"
607,"Smoke and dust fill the platform area at Liverpool Street Station on July 7, 2005, after a bomb exploded.","{'rouge1': Score(precision=0.17142857142857143, recall=0.3157894736842105, fmeasure=0.22222222222222224), 'rouge2': Score(precision=0.058823529411764705, recall=0.1111111111111111, fmeasure=0.07692307692307691), 'rougeL': Score(precision=0.14285714285714285, recall=0.2631578947368421, fmeasure=0.18518518518518517), 'rougeLsum': Score(precision=0.14285714285714285, recall=0.2631578947368421, fmeasure=0.18518518518518517)}"
608,"summarize: CHICAGO, Illinois (CNN) -- Political powerbroker Tony Rezko, whose links to presidential contender Barack Obama dropped him into the national spotlight this year, was convicted of money laundering, fraud and bribery charges by a federal jury Wednesday.","{'rouge1': Score(precision=0.3448275862068966, recall=0.2702702702702703, fmeasure=0.30303030303030304), 'rouge2': Score(precision=0.03571428571428571, recall=0.027777777777777776, fmeasure=0.03125), 'rougeL': Score(precision=0.2413793103448276, recall=0.1891891891891892, fmeasure=0.21212121212121213), 'rougeLsum': Score(precision=0.3448275862068966, recall=0.2702702702702703, fmeasure=0.30303030303030304)}"
609,"summarize: (CNN) -- Mychal Bell, a black teenager accused of beating a white classmate and who was the last of the ""Jena 6"" behind bars, was released from custody Thursday after a juvenile court judge set his bail at $45,000. Bell","{'rouge1': Score(precision=0.44680851063829785, recall=0.5121951219512195, fmeasure=0.4772727272727273), 'rouge2': Score(precision=0.21739130434782608, recall=0.25, fmeasure=0.23255813953488372), 'rougeL': Score(precision=0.2978723404255319, recall=0.34146341463414637, fmeasure=0.3181818181818182), 'rougeLsum': Score(precision=0.40425531914893614, recall=0.4634146341463415, fmeasure=0.4318181818181818)}"
610,"summarize: KHARTOUM, Sudan (CNN) -- Sudan's entire state apparatus has been mobilized ""to plan, commit, and cover up crimes"" in the war-torn area of Darfur, a prosecutor for the International Criminal Court said Thursday. The","{'rouge1': Score(precision=0.2222222222222222, recall=0.2777777777777778, fmeasure=0.24691358024691357), 'rouge2': Score(precision=0.045454545454545456, recall=0.05714285714285714, fmeasure=0.05063291139240506), 'rougeL': Score(precision=0.1111111111111111, recall=0.1388888888888889, fmeasure=0.12345679012345678), 'rougeLsum': Score(precision=0.17777777777777778, recall=0.2222222222222222, fmeasure=0.19753086419753085)}"
611,"Mkoyan, who has a grade-point average above 4.0 -- extra credit for Advanced Placement classes makes that possible -- is set to graduate next week from Bullard High School in Fresno, California. They arrived in the United States in 1995 on six-month tourist visas, according to Virginia Kice, a public information officer with Immigration and Customs Enforcement.","{'rouge1': Score(precision=0.3333333333333333, recall=0.22413793103448276, fmeasure=0.268041237113402), 'rouge2': Score(precision=0.07894736842105263, recall=0.05263157894736842, fmeasure=0.0631578947368421), 'rougeL': Score(precision=0.23076923076923078, recall=0.15517241379310345, fmeasure=0.18556701030927833), 'rougeLsum': Score(precision=0.23076923076923078, recall=0.15517241379310345, fmeasure=0.18556701030927833)}"
612,White House officials have said President Bush would sign off on the spending plan if the Iraq money was added. White House officials have said President Bush would sign the spending plan if the Iraq money was added.,"{'rouge1': Score(precision=0.08, recall=0.10526315789473684, fmeasure=0.0909090909090909), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08, recall=0.10526315789473684, fmeasure=0.0909090909090909), 'rougeLsum': Score(precision=0.08, recall=0.10526315789473684, fmeasure=0.0909090909090909)}"
613,"By 1988, Longo-Ciprelli was a three-time road race world champion, as well as a double winner of the women's Tour de France, and the clear favorite for gold in Seoul.","{'rouge1': Score(precision=0.47058823529411764, recall=0.48484848484848486, fmeasure=0.4776119402985075), 'rouge2': Score(precision=0.3333333333333333, recall=0.34375, fmeasure=0.3384615384615385), 'rougeL': Score(precision=0.35294117647058826, recall=0.36363636363636365, fmeasure=0.35820895522388063), 'rougeLsum': Score(precision=0.4411764705882353, recall=0.45454545454545453, fmeasure=0.4477611940298507)}"
614,"Bout and Smulian are accused of conspiracy to provide surface-to-air missiles and other weapons to Colombian rebels, said Michael Garcia, U.S. Bout, who is said to be the inspiration for Nicolas Cage's arms dealer character in the movie ""Lord of War,"" told CNN in 2002 that he never sold arms to the Taliban or al Qaeda. Bout, who is said to be the inspiration for Nicolas Cage's arms dealer character in the movie ""Lord of War,"" told CNN in 2002 that he never sold arms to the Taliban or al Qaeda.","{'rouge1': Score(precision=0.625, recall=0.3125, fmeasure=0.4166666666666667), 'rouge2': Score(precision=0.3191489361702128, recall=0.15789473684210525, fmeasure=0.2112676056338028), 'rougeL': Score(precision=0.5625, recall=0.28125, fmeasure=0.375), 'rougeLsum': Score(precision=0.5833333333333334, recall=0.2916666666666667, fmeasure=0.38888888888888895)}"
615,The work by Doris Salcedo begins as a hairline crack then widens and deepens as it snakes across the full 167 meters (548 feet) of the former power station's Turbine Hall.,"{'rouge1': Score(precision=0.2631578947368421, recall=0.3125, fmeasure=0.2857142857142857), 'rouge2': Score(precision=0.05405405405405406, recall=0.06451612903225806, fmeasure=0.058823529411764705), 'rougeL': Score(precision=0.18421052631578946, recall=0.21875, fmeasure=0.19999999999999998), 'rougeLsum': Score(precision=0.21052631578947367, recall=0.25, fmeasure=0.22857142857142856)}"
616,"summarize: (CNN) -- Armenian President Robert Kocharian declared a state of emergency Saturday night after a day of clashes between police and protesters, a spokeswoman for the Armenian Foreign Ministry said. The","{'rouge1': Score(precision=0.17142857142857143, recall=0.1935483870967742, fmeasure=0.1818181818181818), 'rouge2': Score(precision=0.058823529411764705, recall=0.06666666666666667, fmeasure=0.0625), 'rougeL': Score(precision=0.08571428571428572, recall=0.0967741935483871, fmeasure=0.0909090909090909), 'rougeLsum': Score(precision=0.17142857142857143, recall=0.1935483870967742, fmeasure=0.1818181818181818)}"
617,"James Appathurai told reporters at a briefing that the move will help NATO meet Canada's requirement that it send more troops to the volatile southern province of Kandahar, where Canadian troops are based.","{'rouge1': Score(precision=0.34210526315789475, recall=0.38235294117647056, fmeasure=0.3611111111111111), 'rouge2': Score(precision=0.16216216216216217, recall=0.18181818181818182, fmeasure=0.17142857142857143), 'rougeL': Score(precision=0.3157894736842105, recall=0.35294117647058826, fmeasure=0.33333333333333337), 'rougeLsum': Score(precision=0.3157894736842105, recall=0.35294117647058826, fmeasure=0.33333333333333337)}"
618,"Sheikh Jalal al-Din Ali al-Saghir, speaking at Buratha Mosque, blamed the corruption on followers of anti-American Shiite cleric Muqtada al-Sadr. As a member of Iraq's parliament, Al-Saghir represents the Islamic Supreme Council of Iraq, part of the ruling United Iraqi Alliance. Parliament","{'rouge1': Score(precision=0.18181818181818182, recall=0.16666666666666666, fmeasure=0.17391304347826086), 'rouge2': Score(precision=0.023255813953488372, recall=0.02127659574468085, fmeasure=0.02222222222222222), 'rougeL': Score(precision=0.13636363636363635, recall=0.125, fmeasure=0.13043478260869565), 'rougeLsum': Score(precision=0.13636363636363635, recall=0.125, fmeasure=0.13043478260869565)}"
